score,summary,review
5.0,Toothless cat loves it,"Our cat, an elderly fellow missing most of his teeth, isn't too picky.  He still enjoys his kibble, which is usually Atta-Cat from Costco, but he LOVES gravy so I subscribed to get a case of this every month.  The pouches are faster and easier to open than a can, and I like being able to give him a variety of flavors.  He seems to get most excited about the beef and the turkey.  After some experimenting, I now give him one of these Friskies pouches in the morning along with some kibble, and just kibble at night.  He typically eats 100% of the gravy and 70-90% of the chunks.  There's a lot of gravy in the pouch so make sure you squeeze it all out.  Good to the last drop!"
5.0,Hard to find cobbler mix is my family's favorite!,"I have been buying this mix locally for about 10 years, but they were always sporadically available. About 2 years ago the last store in town that was most reliable stopped carrying it altogether.  On occasion I've found the mixes in a country store here and there and I would buy all their stock. Lately I haven't reliably found it in any stores anywhere.  Finally gave up on the stores in the area having this mix and checked online.  The company's website wants some ungodly amount with a ridiculous shipping price. Luckily it was available on Amazon for around $2 per bag of mix, which is about what we were paying in the stores locally.  The family has made a variety of home-made cobblers and clafoutis, but we always preferred this one. We use canned fruit or fresh. If you follow the directions on the package you get a perfectly molten and crispy blend of fruit and cobbler. For fresh fruit you get great results by making a simple syrup to soak the produce in(and if you prepare it according to cooking orthodoxy it makes it that much better).  The 12 pack is great, but we must have gotten the last one since they are currently not available. Will definitely be ordering more if they are restocked at a comparable price."
5.0,Excellent treat!!!,This was a fantastic treat that was truly enjoyed by everyone!! What I liked most about this candy is that each piece was wrapped by itself so you could just enjoy one or more if you really wanted too!! It also made for a nice grab and go treat!!
1.0,Not Raw,Whether it tastes good or not is not the issue if someone is looking for a raw almond butter.  This almond butter isn't raw.  I got some almond butter imported from Italy & it is delicious.
1.0,vanilla beans,I did not care for this product!!! It is a weak bean.The vanilla specks didn't show in the homemade ice cream.The vanilla flavor was very weak even when I put extra beans in the custard.I would not recommend.
1.0,Horrible,This popcorn is the worst popcorn i've ever had.  It smells horrible!!  It also made me a bit queezy afterwards.  I would not reccomend this
1.0,Dented String Beans,"Yep i have been getting cases of string beans for 9 months now, and every case i get, has atleast 10 dented cans in it,, Do they know how unhealthy this is, I have cancelled my service of this, Please DO NOT feed this product to your children... Sad!!!!!!!!!!!!!!!"
1.0,Franken-beef!,"[...] [...]  Links to prove its a bad thing.  Just like injecting poor and old cuts of meat w/flavor to make them look good.  PLUS adding extra weight.  Did you know real meat isn't RED, like in the store.  If blood is drained properly, it is brownish.  A green sheen means it's rotting, but red meat is just dye."
1.0,Not for a really agressive chewer,My dog loves to chew!  I figured a product created specifically for dogs that love to chew would be perfect.  Rocky actually ATE this bone.  And then proceeded to throw up pieces of nylabone the next morning.  Horrible!  If your dog is an agressive chewer do NOT purchase this product.
5.0,Great raw almonds,"These almonds were just what I was looking for. They are raw, which I wanted, they taste great, and were fresh. I would buy these again."
1.0,Not Very Good,"I will finish the bottle, but won't order it again. Very artificial/chemical tasting. I do not recommend this flavor at all"
1.0,Nothing new or notable,"I was unimpressed with SWITCH WATERMELON/STRAWBERRY. It's just another entry into the sparkling juice market--a market that really didn't need another brand, especially not one lacking in anything new or interesting.  Like all the other sparkling juice drinks, its flavor comes mostly from apple and grape juice concentrates; the flavors on the label are only a small part of the ingredients list. The result is that this doesn't really taste like watermelon OR strawberry.  Instead, it fits some food scientist's ""flavor profile"" of those two tastes, kind of watermelon-ish, kind of strawberry-ish, but lacking in both. The flavor is just not anything to shout about, and no better than the other products on the market.  I'm also not sure why it's called SWITCH. I guess it's a marketing thing--they want people to ""switch"" from IZZE or whatever they currently drink. Well, I know that *I* won't be switching anytime soon, at least not for this boring, low-quality drink."
